"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"272","BRD-K36008333",NA,"HEPG2","trt_cp","down",-0.406556366546565,2.58064527359605e-05,0.000138782513441572,-1.17062529607902,-1.17062529607902,49,57,NA,-88.1578429055385
"273","BRD-K51764136",NA,"HEPG2","trt_cp","up",0.366697317257787,2.75471915377116e-05,0.000138782513441572,1.17037035402396,0,49,57,NA,87.0578271488222
"274","p-rosaniline.hcl",NA,"HEPG2","trt_cp","down",-0.406422659624642,2.58499712060043e-05,0.000138782513441572,-1.17024030467821,-1.17024030467821,49,57,NA,-88.5921373985661
"275","BRD-K12532266",NA,"HEPG2","trt_cp","down",-0.406405817802579,2.58499712060043e-05,0.000138782513441572,-1.17019181087867,-1.14974665581745,49,57,NA,-86.2965807925628
"276","BRD-K95682488",NA,"HEPG2","trt_cp","up",0.365635815482534,2.75907100077554e-05,0.000138782513441572,1.16698240938943,0.862603921821143,49,57,NA,84.1812416292445
"277","toluene-diisocyanate",NA,"HEPG2","trt_cp","up",0.36562918123807,2.75907100077554e-05,0.000138782513441572,1.1669612351875,1.1669612351875,49,57,NA,87.1277475774049
"278","O6-benzylguanine",NA,"HEPG2","trt_cp","up",0.365432931653337,2.76342284777992e-05,0.000138782513441572,1.16633487473939,-0.73543382849771,49,57,NA,87.0046482313086
"279","BRD-K93112400",NA,"HEPG2","trt_cp","down",-0.404138953843477,2.59370081460919e-05,0.000138782513441572,-1.16366467586948,-1.0768732008164,49,57,NA,-87.6418104467029
"280","BRD-K58415648",NA,"HEPG2","trt_cp","up",0.364566484941821,2.76342284777992e-05,0.000138782513441572,1.16356947805723,-0.571427207413972,49,57,NA,86.3448357362326
"281","BRD-K04472231",NA,"HEPG2","trt_cp","down",-0.403979836761762,2.59370081460919e-05,0.000138782513441572,-1.1632065192737,-1.22251571418611,49,57,NA,-76.1049397305601
"282","BRD-K28636199","54657572","HEPG2","trt_cp","down",-0.403538649348134,2.59370081460919e-05,0.000138782513441572,-1.16193617845702,-1.0281172802985,49,57,NA,-86.3950602694399
"283","melatonin","896","HEPG2","trt_cp","up",0.363986488818557,2.77212654178868e-05,0.000138782513441572,1.16171833206797,0.875883511607892,49,57,"ASMT; CALM1; CALM2; CALM3; CALR; EPX; MPO; MTNR1A; MTNR1B; NQO2",82.3485385645631
"284","KI-8751","11317348","HEPG2","trt_cp","down",-0.403373900731443,2.59805266161356e-05,0.000138782513441572,-1.16146180660096,-0.850540071730179,49,57,"KDR",-88.3410147325297
"285","BRD-K99908071",NA,"HEPG2","trt_cp","up",0.363878823139129,2.77212654178868e-05,0.000138782513441572,1.1613747006493,0.801348543448019,49,57,NA,87.3227369416214
"286","BRD-K17191028",NA,"HEPG2","trt_cp","up",0.363470528066507,2.77647838879305e-05,0.000138782513441572,1.16007156472166,0.856507487142175,49,57,NA,85.2920901284172
"287","BRD-K45723650",NA,"HEPG2","trt_cp","up",0.363007911766275,2.77647838879305e-05,0.000138782513441572,1.1585950543203,-0.505796032312582,49,57,NA,87.1897896478374
"288","BRD-K47533918","54654288","HEPG2","trt_cp","down",-0.40184120017896,2.60240450861794e-05,0.000138782513441572,-1.15704859803829,-1.18892983850139,49,57,NA,-87.9234617505712
"289","BRD-K99999497",NA,"HEPG2","trt_cp","down",-0.401035443926466,2.60675635562232e-05,0.000138782513441572,-1.15472852945922,-0.67801434817488,49,57,NA,-86.3133223036319
"290","BRD-A19037878",NA,"HEPG2","trt_cp","down",-0.401015283043053,2.60675635562232e-05,0.000138782513441572,-1.15467047886143,-1.11832505768523,49,57,NA,-87.7757425352556
"291","AZD-7762","67077825","HEPG2","trt_cp","down",-0.400432278642445,2.6111082026267e-05,0.000138782513441572,-1.15299179478405,-1.18987234462509,49,57,"CHEK1; CHEK2",-87.2311510281257
"292","BRD-K02010139",NA,"HEPG2","trt_cp","down",-0.400095566578005,2.6111082026267e-05,0.000138782513441572,-1.15202227691996,-1.10289493566635,49,57,NA,-84.0226896714725
"293","BRD-K98936959","44618011","HEPG2","trt_cp","down",-0.399591253736589,2.6111082026267e-05,0.000138782513441572,-1.15057017478142,-1.00753757430436,49,57,NA,-85.2123217521469
"294","BRD-K39768328",NA,"HEPG2","trt_cp","up",0.36039953592332,2.78953392980619e-05,0.000138782513441572,1.15027002543387,-0.548342744119986,49,57,NA,77.4688804853069
"295","MW-RAS14",NA,"HEPG2","trt_cp","up",0.360290609613548,2.78953392980619e-05,0.000138782513441572,1.14992237052141,1.01080089265969,49,57,NA,83.8503505869377
"296","BRD-K09701578","54654332","HEPG2","trt_cp","down",-0.398705908971714,2.61546004963107e-05,0.000138782513441572,-1.14802094160542,-0.390327120145843,49,57,NA,-87.5246198692193
"297","BRD-K35558836",NA,"HEPG2","trt_cp","up",0.358997215849575,2.79388577681057e-05,0.000138782513441572,1.14579430727635,0.777488818714774,49,57,NA,73.8596076577641
"298","BRD-K46082587",NA,"HEPG2","trt_cp","down",-0.397259762586786,2.62416374363983e-05,0.000138782513441572,-1.14385695432265,0,49,57,NA,-84.4156227842118
"299","MK-2206","24964624","HEPG2","trt_cp","down",-0.397185286114904,2.62416374363983e-05,0.000138782513441572,-1.14364250917034,-1.09190572661388,49,57,"AKT1; AKT2; AKT3",-84.7051524462302
"300","trequinsin","5537","HEPG2","trt_cp","up",0.358114965258564,2.79823762381494e-05,0.000138782513441572,1.14297847010509,0.665534016233502,49,57,"PDE4A; PDE4B; PDE4C; PDE4D; PDE5A; PTGIR",87.2853147404081
"301","BRD-K68937492",NA,"HEPG2","trt_cp","down",-0.396883389933527,2.62416374363983e-05,0.000138782513441572,-1.14277323903761,0,49,57,NA,-83.8454266130938
"302","BRD-K65160467",NA,"HEPG2","trt_cp","up",0.357573740308086,2.79823762381494e-05,0.000138782513441572,1.14125106822052,1.0815924242098,49,57,NA,82.074765618845
"303","PD-168393",NA,"HEPG2","trt_cp","down",-0.396034368369754,2.62851559064421e-05,0.000138782513441572,-1.14032859371595,-1.01420811300738,49,57,NA,-86.2296147482865
"304","BRD-A73119586",NA,"HEPG2","trt_cp","up",0.357277039164821,2.80258947081932e-05,0.000138782513441572,1.14030410131964,1.14030410131964,49,57,NA,84.9070353738281
"305","BRD-K21317335",NA,"HEPG2","trt_cp","up",0.357056079692899,2.80258947081932e-05,0.000138782513441572,1.13959887550203,1.0527876613984,49,57,NA,87.8653588592137
"306","SAR-245408","52914932","HEPG2","trt_cp","down",-0.395580017287337,2.62851559064421e-05,0.000138782513441572,-1.1390203498557,-1.00424104832439,49,57,NA,-85.4053415268258
"307","erlotinib","176871","HEPG2","trt_cp","down",-0.395365937709757,2.63286743764859e-05,0.000138782513441572,-1.13840393602109,-1.05338725703838,49,57,"EGF; EGFR; GAK; MAP3K19; NR1I2; SLK; STK10",-85.6328291184117
"308","BRD-K75633187",NA,"HEPG2","trt_cp","up",0.356297422157692,2.81782093533464e-05,0.000138782513441572,1.13717750439765,0.904636490076021,49,57,NA,84.1773024501694
"309","BRD-K52785744","54650184","HEPG2","trt_cp","down",-0.394447424654453,2.63721928465296e-05,0.000138782513441572,-1.13575919913884,-0.386158127707206,49,57,NA,-87.598479476877
"310","BRD-K34829873",NA,"HEPG2","trt_cp","up",0.355800165361805,2.81782093533464e-05,0.000138782513441572,1.13559043357696,0,49,57,NA,81.5803986449224
"311","BRD-K23244363",NA,"HEPG2","trt_cp","down",-0.394374519851514,2.63721928465296e-05,0.000138782513441572,-1.13554927939942,-0.790674923392824,49,57,NA,-85.3698889151501
"312","BRD-K21848683",NA,"HEPG2","trt_cp","up",0.355720078549268,2.81782093533464e-05,0.000138782513441572,1.1353348243136,1.1353348243136,49,57,NA,83.3540140234775
"313","BRD-K96977520",NA,"HEPG2","trt_cp","down",-0.394281463127694,2.63721928465296e-05,0.000138782513441572,-1.13528133486863,0,49,57,NA,-83.6130150476641
"314","FR-180204","53338808","HEPG2","trt_cp","up",0.354428904464653,2.83958017035653e-05,0.000138782513441572,1.13121384551338,0.808275015362672,49,57,"MAPK3",76.4515874891673
"315","BRD-K49998237",NA,"HEPG2","trt_cp","up",0.354325921328211,2.83958017035653e-05,0.000138782513441572,1.13088515914404,0.803063666451133,49,57,NA,76.70566453951
"316","BRD-K81164606","54649959","HEPG2","trt_cp","down",-0.392697633756264,2.64157113165734e-05,0.000138782513441572,-1.13072090763288,-0.980387395968363,49,57,NA,-86.951469313795
"317","ellipticine","3213","HEPG2","trt_cp","down",-0.392606774124972,2.64157113165734e-05,0.000138782513441572,-1.13045928933948,-1.16088805448998,49,57,"TOP2A; TOP2B",-75.6676908532262
"318","BRD-K94501123","54615058","HEPG2","trt_cp","up",0.354163919064242,2.83958017035653e-05,0.000138782513441572,1.13036810423769,-0.769785539045653,49,57,NA,86.9002599858189
"319","BRD-K53103368",NA,"HEPG2","trt_cp","up",0.354122233765805,2.83958017035653e-05,0.000138782513441572,1.13023505925701,1.14660454957598,49,57,NA,81.367682974868
"320","mitoxantrone","4212","HEPG2","trt_cp","down",-0.392387359208599,2.64592297866172e-05,0.000138782513441572,-1.12982751310234,-0.895788782951559,49,57,"ABCB1; ABCC1; ABCG2; PIM1; TOP2A; TOP2B",-81.5626723390845
"321","BRD-K52981369",NA,"HEPG2","trt_cp","down",-0.392368763773893,2.64592297866172e-05,0.000138782513441572,-1.12977397000709,-0.489077189984157,49,57,NA,-79.842235878043
"322","BRD-A36275421","3689413","HEPG2","trt_cp","down",-0.391811311215022,2.64592297866172e-05,0.000138782513441572,-1.12816885907912,-0.908308774519175,49,57,NA,-81.6138816670606
"323","olaparib","23725625","HEPG2","trt_cp","up",0.353375827227593,2.85481163487185e-05,0.000138782513441572,1.12785278907596,0.755395912443424,49,57,"PARP1; PARP2; PARP3; TNKS2",84.5446308989207
"324","UNC-669",NA,"HEPG2","trt_cp","up",0.353324736527393,2.85481163487185e-05,0.000138782513441572,1.12768972532266,1.11326369203208,49,57,"L3MBTL1",71.5798077680611
"325","ZM-447439","9914412","HEPG2","trt_cp","down",-0.391525548408603,2.64592297866172e-05,0.000138782513441572,-1.12734604286617,-0.367602799927942,49,57,"AURKA; AURKB",-77.0582210667297
"326","emodin","3220","HEPG2","trt_cp","up",0.353163803192307,2.85481163487185e-05,0.000138782513441572,1.12717608206568,-1.05466546655821,49,57,"AHR; CSNK2A1",85.1768691404711
"327","BRD-K92543914","60184911","HEPG2","trt_cp","down",-0.391187848844525,2.6502748256661e-05,0.000138782513441572,-1.12637368162745,-1.12703134351046,49,57,NA,-85.293074923186
"328","BRD-K06421846",NA,"HEPG2","trt_cp","up",0.352765167785463,2.85481163487185e-05,0.000138782513441572,1.12590377643301,1.12590377643301,49,57,NA,83.4170408886788
"329","BRD-K96431673",NA,"HEPG2","trt_cp","up",0.352760253130441,2.85481163487185e-05,0.000138782513441572,1.12588809056276,-0.80001533976953,49,57,NA,84.2462380839833
"330","BRD-K06589444","44496306","HEPG2","trt_cp","up",0.352623729928233,2.85481163487185e-05,0.000138782513441572,1.12545235596373,0.628490305905427,49,57,NA,79.8510990309619
"331","BRD-K24779182",NA,"HEPG2","trt_cp","up",0.351244957859081,2.88745048740469e-05,0.000138782513441572,1.12105179485039,0.844819367540504,49,57,NA,83.6149846372016
"332","BRD-K82712246",NA,"HEPG2","trt_cp","up",0.351173788030552,2.88745048740469e-05,0.000138782513441572,1.12082464549998,1.0280220711825,49,57,NA,85.9134956275112
"333","BRD-K07004447",NA,"HEPG2","trt_cp","up",0.350808278729005,2.88745048740469e-05,0.000138782513441572,1.11965806687909,0.421928076058482,49,57,NA,78.8958481052549
"334","BRD-K73275626",NA,"HEPG2","trt_cp","up",0.350776970418477,2.88745048740469e-05,0.000138782513441572,1.11955814163625,0.0263190829210425,49,57,NA,83.9872370597967
"335","narciclasine","72376","HEPG2","trt_cp","down",-0.38879959028506,2.65897851967485e-05,0.000138782513441572,-1.11949700691926,-1.03628704280546,49,57,"RHOA",-89.5680690144174
"336","BRD-K75781834",NA,"HEPG2","trt_cp","down",-0.388625965966021,2.65897851967485e-05,0.000138782513441572,-1.11899707865197,0,49,57,NA,-75.8636650122115
"337","AG-879",NA,"HEPG2","trt_cp","down",-0.388424872727291,2.66333036667923e-05,0.000138782513441572,-1.11841805726282,-0.860777082052556,49,57,"ERBB2; KDR; NTRK1",-85.7066887260695
"338","BRD-K40328231",NA,"HEPG2","trt_cp","up",0.349828692513554,2.9048578754222e-05,0.000138782513441572,1.11653156823343,0,49,57,NA,86.6501221145513
"339","BRD-K07339740","54657692","HEPG2","trt_cp","down",-0.387570303887995,2.66333036667923e-05,0.000138782513441572,-1.11595743929484,-0.379425529360245,49,57,NA,-75.3446781690696
"340","I-BET-762",NA,"HEPG2","trt_cp","up",0.349513670472041,2.9048578754222e-05,0.000138782513441572,1.11552612739462,-0.675204002736178,49,57,NA,86.8667769636808
"341","BRD-K68340318",NA,"HEPG2","trt_cp","down",-0.387323396590177,2.66768221368361e-05,0.000138782513441572,-1.11524650238081,-0.432188741483566,49,57,NA,-81.1401953832821
"342","BRD-K85208848",NA,"HEPG2","trt_cp","up",0.349258553145961,2.9440244984616e-05,0.000138782513441572,1.11471188158155,-0.600558815795798,49,57,NA,73.3967541164421
"343","SD-6-035-A11","49843318","HEPG2","trt_cp","up",0.349234567838695,2.9440244984616e-05,0.000138782513441572,1.11463532881927,1.07020033914508,49,57,NA,79.5231623729615
"344","BRD-A08789708",NA,"HEPG2","trt_cp","up",0.349128273855247,2.9440244984616e-05,0.000138782513441572,1.11429607537731,0,49,57,NA,84.0935948948239
"345","nitrobenzene",NA,"HEPG2","trt_cp","up",0.348342275304671,2.97013558048787e-05,0.000138782513441572,1.111787441257,1.111787441257,49,57,NA,82.6203419207437
"346","BRD-K50532142",NA,"HEPG2","trt_cp","up",0.348271149231228,2.97013558048787e-05,0.000138782513441572,1.11156043155761,-0.39551873139378,49,57,NA,72.767470259198
"347","diethyltoluamide","4284","HEPG2","trt_cp","up",0.347619243232006,2.97013558048787e-05,0.000138782513441572,1.10947977424382,-0.522458593367149,49,57,NA,78.513747734972
"348","AZD-9291",NA,"HEPG2","trt_cp","down",-0.385070851604496,2.67638590769236e-05,0.000138782513441572,-1.1087605969621,-1.12293082153363,49,57,NA,-78.2064917671157
"349","emetine","10219","HEPG2","trt_cp","down",-0.384530167121534,2.67638590769236e-05,0.000138782513441572,-1.10720376749137,-1.07025853209026,49,57,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1",-86.6048215551879
"350","BRD-K68319707","44618781","HEPG2","trt_cp","up",0.346522882049124,2.99407073901195e-05,0.000138782513441572,1.10598057049905,0.0266398320516885,49,57,NA,79.7368628377846
"351","BRD-K45962729",NA,"HEPG2","trt_cp","down",-0.383953473446157,2.68073775469674e-05,0.000138782513441572,-1.10554325431279,-1.10836212567444,49,57,NA,-72.1027337902781
"352","BRD-K35860134","54646517","HEPG2","trt_cp","down",-0.383659029448157,2.68073775469674e-05,0.000138782513441572,-1.10469544175665,-0.691492546341729,49,57,NA,-84.6795477822422
"353","BRD-K66616402",NA,"HEPG2","trt_cp","up",0.346092017406435,3.01582997403383e-05,0.000138782513441572,1.10460540035008,0,49,57,NA,76.3600015756716
"354","oxaprozin","4614","HEPG2","trt_cp","up",0.345685521978027,3.01582997403383e-05,0.000138782513441572,1.10330800826111,0,49,57,NA,82.3889151500827
"355","BRD-K29232285",NA,"HEPG2","trt_cp","down",-0.382890298676569,2.68508960170112e-05,0.000138782513441572,-1.10248198315375,-0.842886757918429,49,57,NA,-80.4468998660679
"356","BRD-K58076685",NA,"HEPG2","trt_cp","up",0.345376011501173,3.03976513255791e-05,0.000138782513441572,1.1023201584206,1.1023201584206,49,57,NA,80.8733160009454
"357","BRD-K50776152","824820","HEPG2","trt_cp","down",-0.382796981351757,2.68508960170112e-05,0.000138782513441572,-1.10221328825687,0.517412808790531,49,57,NA,-83.5450642086189
"358","BRD-K81170493",NA,"HEPG2","trt_cp","up",0.345028147355523,3.03976513255791e-05,0.000138782513441572,1.10120989700298,0.748989308685868,49,57,NA,79.9348065863074
"359","BRD-K46574442",NA,"HEPG2","trt_cp","down",-0.382392731751245,2.6894414487055e-05,0.000138782513441572,-1.10104930498855,0.562004179384086,49,57,NA,-85.0222563617742
"360","brazilin","73384","HEPG2","trt_cp","down",-0.382381031924787,2.6894414487055e-05,0.000138782513441572,-1.1010156168854,-0.220765490669796,49,57,NA,-81.3213976207358
"361","NSC-95397","262093","HEPG2","trt_cp","down",-0.38194713237599,2.6894414487055e-05,0.000138782513441572,-1.09976626051179,0.637555932404655,49,57,NA,-78.5876073426298
"362","chelerythrine",NA,"HEPG2","trt_cp","down",-0.381736352521399,2.6894414487055e-05,0.000138782513441572,-1.09915934779318,-1.09625468491786,49,57,NA,-77.2758607106279
"363","BRD-K23787218",NA,"HEPG2","trt_cp","down",-0.381487558627618,2.69379329570988e-05,0.000138782513441572,-1.09844297867555,0.651869966263628,49,57,NA,-84.3506263294729
"364","BRD-K78822642",NA,"HEPG2","trt_cp","down",-0.380942523041022,2.69379329570988e-05,0.000138782513441572,-1.09687362077727,-0.690406207113716,49,57,NA,-71.7226030095328
"365","BRD-K32710535",NA,"HEPG2","trt_cp","up",0.343648306373573,3.07457990859294e-05,0.000138782513441572,1.09680592429159,0.756796087761198,49,57,NA,82.6341290475065
"366","BRD-K50799972",NA,"HEPG2","trt_cp","up",0.343499175331859,3.13550576665423e-05,0.000139798813422233,1.09632994985199,0.780633971597434,49,57,NA,73.0954069171985
"367","BRD-A33442372",NA,"HEPG2","trt_cp","up",0.343429847395739,3.13550576665423e-05,0.000139798813422233,1.09610867918181,0.942559164314631,49,57,NA,78.7953990388403
"368","BRD-K55896799","70680408","HEPG2","trt_cp","down",-0.380554576531164,2.69379329570988e-05,0.000138782513441572,-1.09575658010264,-1.12991994706573,49,57,NA,-78.3473174190499
"369","PI-103","9884685","HEPG2","trt_cp","down",-0.380370553390429,2.69814514271425e-05,0.000138782513441572,-1.09522670980338,-1.09492163135195,49,57,"MLST8; MTOR; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PRKDC",-80.960962735366
"370","GDC-0879","11717001","HEPG2","trt_cp","down",-0.380315388833967,2.69814514271425e-05,0.000138782513441572,-1.09506787075779,-0.772481512198504,49,57,"BRAF; RAF1",-81.7852359568266
"371","BRD-K63455741","54651209","HEPG2","trt_cp","down",-0.380026652629794,2.69814514271425e-05,0.000138782513441572,-1.09423649303919,0.826223395020919,49,57,NA,-76.2625068935634
"372","BRD-K58088649",NA,"HEPG2","trt_cp","up",0.342697790180154,3.13550576665423e-05,0.000139798813422233,1.09377220705004,1.08889457052522,49,57,NA,74.9921216418498
"373","everolimus","6442177","HEPG2","trt_cp","down",-0.379574949014301,2.69814514271425e-05,0.000138782513441572,-1.09293587220987,0,49,57,"CYP3A5; FKBP1A; MTOR",-80.2853935239896
"374","beta-carotene",NA,"HEPG2","trt_cp","up",0.341609343296016,3.18990385420895e-05,0.000140838991683027,1.09029826299544,1.09029826299544,49,57,NA,78.123769006539
"375","BRD-K48407125",NA,"HEPG2","trt_cp","up",0.340942238854205,3.25082971227024e-05,0.000141881824251169,1.08816909753666,-0.0243143217135396,49,57,NA,72.7773182068857
"376","estriol","5756","HEPG2","trt_cp","up",0.340696905585001,3.25082971227024e-05,0.000141881824251169,1.08738607903169,0.44517645563116,49,57,"ESR1; ESR2; HSD17B1; HSD17B12; HSD17B2; HSD17B6; HSD17B7; HSD17B8; NCOA5; SHBG; UGT1A1; UGT1A10; UGT1A3; UGT1A4; UGT1A5; UGT1A6; UGT1A7; UGT1A8; UGT1A9; UGT2A2; UGT2A3; UGT2B10; UGT2B11; UGT2B15; UGT2B17; UGT2B4; UGT2B7",77.5555424249586
"377","BRD-K49111930","54637855","HEPG2","trt_cp","up",0.340646906970472,3.25082971227024e-05,0.000141881824251169,1.08722650083618,-0.739738506405702,49,57,NA,83.0181990073269
"378","aspirin","2244","HEPG2","trt_cp","down",-0.377474735654166,2.71120068372739e-05,0.000138782513441572,-1.08688858556319,0.678918599489778,49,57,"AKR1C1; ASIC3; CRP; EDNRA; EPX; HSPA5; IKBKB; LPO; LTF; MPO; NFKB1; NFKB2; NFKBIA; PRKAA1; PRKAA2; PRKAB1; PRKAB2; PRKAG1; PRKAG2; PRKAG3; PTGIR; RPS6KA3; SELP; SERPINC1; TF; TP53",-74.0526274324431
"379","AGK-2","2130404","HEPG2","trt_cp","down",-0.377245780528997,2.71120068372739e-05,0.000138782513441572,-1.08622933955638,0,49,57,"SIRT2",-81.2445836287718
"380","BRD-K79260832",NA,"HEPG2","trt_cp","down",-0.377031039491694,2.71120068372739e-05,0.000138782513441572,-1.08561102113596,-0.840318278815606,49,57,NA,-78.8475931615851
"381","BRD-K29251608","44500434","HEPG2","trt_cp","down",-0.376994301140959,2.71120068372739e-05,0.000138782513441572,-1.08550523791316,-0.924168383962038,49,57,NA,-79.8816276687938
"382","imiquimod","57469","HEPG2","trt_cp","up",0.340050671109459,3.3356907288556e-05,0.00014405621544291,1.08532352324978,0,49,57,"IFNA5; IFNA6; IFNA8; IL6; IL8; MX1; TLR7; TLR8; TNF",69.2891751359017
"383","BRD-K82273064",NA,"HEPG2","trt_cp","up",0.339932302768428,3.3356907288556e-05,0.00014405621544291,1.08494573265607,1.02418826327764,49,57,NA,79.7929961396045
"384","1-NITRONAPHTHALENE",NA,"HEPG2","trt_cp","up",0.33974590770325,3.3356907288556e-05,0.00014405621544291,1.08435082440844,1.08435082440844,49,57,NA,79.8855668478689
"385","BRD-K82328933",NA,"HEPG2","trt_cp","up",0.339369563113238,3.43795913345848e-05,0.000146830468643972,1.08314966331367,0.875617147280621,49,57,NA,79.426652485622
"386","BRD-K70590207",NA,"HEPG2","trt_cp","up",0.339305957419708,3.43795913345848e-05,0.000146830468643972,1.0829466560525,1.10588099917972,49,57,NA,73.9058930118963
"387","BRD-K16956545","54645915","HEPG2","trt_cp","down",-0.375540842785902,2.71555253073176e-05,0.000138782513441572,-1.0813201967793,0,49,57,NA,-82.8399511541795
"388","BRD-K81727454",NA,"HEPG2","trt_cp","down",-0.375203532808563,2.71990437773614e-05,0.000138782513441572,-1.08034895730408,-0.694713895591258,49,57,NA,-75.9532813361695
"389","BRD-K51644197","6484054","HEPG2","trt_cp","down",-0.37516060508612,2.71990437773614e-05,0.000138782513441572,-1.0802253526039,-0.367276619885324,49,57,NA,-79.1006854171591
"390","BRD-K51674646","24002878","HEPG2","trt_cp","down",-0.375093417134293,2.71990437773614e-05,0.000138782513441572,-1.08003189378128,-0.92701412319816,49,57,NA,-84.7947687701883
"391","BRD-K77423370",NA,"HEPG2","trt_cp","down",-0.374836147814445,2.71990437773614e-05,0.000138782513441572,-1.07929112079504,-0.987085257594067,49,57,NA,-78.4073898999448
"392","chlorogenic-acid",NA,"HEPG2","trt_cp","down",-0.374759798111409,2.71990437773614e-05,0.000138782513441572,-1.07907128192133,0.886732265844805,49,57,NA,-74.4288190341133
"393","BRD-K13849015",NA,"HEPG2","trt_cp","up",0.337691809975243,3.52499607354604e-05,0.000149005995042944,1.07779485856962,0.639495681540316,49,57,NA,76.0744110927283
"394","BRD-K55767450",NA,"HEPG2","trt_cp","down",-0.373772209309405,2.72425622474052e-05,0.000138782513441572,-1.07622765056076,-1.02163651381579,49,57,NA,-66.6518947451351
"395","SA-1973509","54657693","HEPG2","trt_cp","down",-0.373233856185469,2.7286080717449e-05,0.000138782513441572,-1.07467753393006,-0.0107467753393006,49,57,NA,-82.207712912629
"396","BRD-K60298771","54657895","HEPG2","trt_cp","down",-0.373146402619936,2.7286080717449e-05,0.000138782513441572,-1.07442572295262,-1.02408512225687,49,57,NA,-78.4182226424013
"397","BRD-K37461197",NA,"HEPG2","trt_cp","down",-0.373104296416558,2.7286080717449e-05,0.000138782513441572,-1.07430448370795,-0.586677764960119,49,57,NA,-78.2045221775782
"398","BRD-K45759552",NA,"HEPG2","trt_cp","down",-0.373011019684759,2.7286080717449e-05,0.000138782513441572,-1.07403590569327,-1.12885565929961,49,57,NA,-81.1008035925313
"399","BRD-K06042430",NA,"HEPG2","trt_cp","up",0.336479296740605,3.7882828173109e-05,0.000156512893807884,1.07392493785601,0.54762696547703,49,57,NA,79.902308358938
"400","BRD-K24554242",NA,"HEPG2","trt_cp","up",0.335996374394009,3.7882828173109e-05,0.000156512893807884,1.07238361761408,0.963476302511345,49,57,NA,79.379382336721
"401","BRD-K85095987",NA,"HEPG2","trt_cp","down",-0.372401471936722,2.73295991874928e-05,0.000138782513441572,-1.07228079355696,-1.19785541643689,49,57,NA,-82.6262506893563
"402","BRD-K86336638","54654199","HEPG2","trt_cp","down",-0.372229838665709,2.73295991874928e-05,0.000138782513441572,-1.07178659824918,-0.364407443404721,49,57,NA,-83.1619790435673
"403","dinaciclib",NA,"HEPG2","trt_cp","down",-0.372221573686738,2.73295991874928e-05,0.000138782513441572,-1.07176280033516,-1.05195582310558,49,57,"CDK1; CDK5; CDK9",-75.9710076420074
"404","dehydroepiandrosterone",NA,"HEPG2","trt_cp","down",-0.371866243724207,2.73295991874928e-05,0.000138782513441572,-1.07073967469547,0.383218462046264,49,57,NA,-71.9097140155991
"405","BRD-K00889002",NA,"HEPG2","trt_cp","down",-0.37139391941661,2.73731176575365e-05,0.000138782513441572,-1.06937967931003,-1.0183955790586,49,57,NA,-74.1904987000709
"406","BRD-K03222452",NA,"HEPG2","trt_cp","up",0.334428257466041,4.07115287259546e-05,0.000164747597853917,1.06737873353732,0.599320256725668,49,57,NA,72.793074923186
"407","BRD-K76438898","46903884","HEPG2","trt_cp","down",-0.370621257661703,2.73731176575365e-05,0.000138782513441572,-1.06715490196048,-0.977312076586446,49,57,NA,-71.632001890806
"408","BRD-K75178679",NA,"HEPG2","trt_cp","down",-0.370576405505294,2.73731176575365e-05,0.000138782513441572,-1.06702575610717,-0.787272331574494,49,57,NA,-73.7197668005987
"409","PHA-767491",NA,"HEPG2","trt_cp","down",-0.370457923065196,2.74166361275803e-05,0.000138782513441572,-1.06668460158855,-0.939907099293558,49,57,NA,-83.7124793193098
"410","inhibitor-BEC",NA,"HEPG2","trt_cp","down",-0.370265060085536,2.74166361275803e-05,0.000138782513441572,-1.06612927814205,0.579643722206758,49,57,NA,-76.499842432837
"411","BRD-K72354379",NA,"HEPG2","trt_cp","up",0.333863823731063,4.07115287259546e-05,0.000164747597853917,1.06557725728118,-0.85273706785103,49,57,NA,75.7504136138029
"412","BRD-K92503225",NA,"HEPG2","trt_cp","up",0.333858604738653,4.07115287259546e-05,0.000164747597853917,1.06556060007179,0.963598840712032,49,57,NA,72.1273536594974
"413","BRD-K40389799",NA,"HEPG2","trt_cp","down",-0.369923232810696,2.74166361275803e-05,0.000138782513441572,-1.06514503170603,0.78214946638627,49,57,NA,-70.7929567478137
"414","BRD-A89859721",NA,"HEPG2","trt_cp","up",0.333634390746512,4.07115287259546e-05,0.000164747597853917,1.06484498695708,0.490150497810556,49,57,NA,77.6756873867486
"415","BRD-K52643615",NA,"HEPG2","trt_cp","down",-0.369673352551892,2.74166361275803e-05,0.000138782513441572,-1.06442553454397,0.0188781442327784,49,57,NA,-76.3757582919719
"416","BRD-K88965984","11831","HEPG2","trt_cp","up",0.333398705426558,4.20388420622898e-05,0.000168161992451178,1.06409276135201,0.960525752547357,49,57,NA,76.8494445757504
