"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"1","fenretinide","5353342","HEPG2","trt_cp","down",-0.650900416545138,1.51879460452786e-05,0.000138782513441572,-1.87418167696763,-0.774887960415112,49,57,"CYP2C8; CYP3A5; RARA; RARG; RBP4",-99.8355392736154
"2","HDAC1-selective","NotFound","HEPG2","trt_cp","up",0.557888175715265,1.923516375935e-05,0.000138782513441572,1.78058510654073,0.0283628352727965,49,57,NA,99.9911368470811
"3","BRD-K55460824",NA,"HEPG2","trt_cp","up",0.5572743020018,1.92786822293938e-05,0.000138782513441572,1.77862583506112,0.976643506597946,49,57,NA,99.9832584889309
"4","XMD-1185H","42628535","HEPG2","trt_cp","up",0.549018901442127,1.9626829989744e-05,0.000138782513441572,1.75227746647231,-0.745491622013483,49,57,NA,99.8079650200898
"5","isopropanol",NA,"HEPG2","trt_cp","up",0.547460762323952,1.97138669298316e-05,0.000138782513441572,1.74730442809561,1.74730442809561,49,57,"ACP5; ADH1B; ADI1; AGO2; AHCY; AHSA1; AHSA2; AP1G1; AP1G2; ATAD2B; ATG7; AVIL; BAIAP2; BDNF; BMP6; BPTF; BRD3; BST2; CALM2; CAPZA1; CAPZA2; CAPZB; CD4; CELA1; CENPJ; CHIT1; CXADR; CYP11A1; CYP24A1; DCXR; DDB1; DDX39B; DUSP11; EFNB2; FCN1; FGF1; GCH1; GDF5; GM2A; GRIK2; HINT2; HMOX1; HNRNPL; HNRNPLL; HRAS; IL22; LAMTOR5; LYZ; MIF; MTA1; MTPN; MYO6; NCK2; NR1H2; NTF3; ORC1; PAK6; PFN2; PILRA; PLA2G2A; PTK2; RAC3; RBBP4; RNGTT; S100A10; S100A2; S100Z; SAP18; SCN5A; SERPINA5; SHBG; SHQ1; SIRT3; TDRD3; TNF; TP53; TTK; VIL1",99.9852280784685
"6","BRD-K18739469","3464963","HEPG2","trt_cp","up",0.54356877697726,1.98444223399629e-05,0.000138782513441572,1.73488256392129,0.858153721861934,49,57,NA,99.9103836760419
"7","GSK-269962",NA,"HEPG2","trt_cp","down",-0.599230376492896,1.74509064875551e-05,0.000138782513441572,-1.72540462927714,-1.40234890350026,49,57,NA,-99.2870085874104
"8","BRD-K18710049","54618864","HEPG2","trt_cp","down",-0.598280314699493,1.74944249575989e-05,0.000138782513441572,-1.72266905197542,-0.585707477671641,49,57,NA,-99.3549594264555
"9","BRD-K46123637","54618962","HEPG2","trt_cp","down",-0.589646053481983,1.78425727179491e-05,0.000138782513441572,-1.69780783855985,-1.25789639438078,49,57,NA,-99.5529031749783
"10","garcinol","73707546","HEPG2","trt_cp","down",-0.574727146113347,1.84953497686058e-05,0.000138782513441572,-1.65485081760865,-0.91906340307762,49,57,NA,-99.2564799495785
"11","tigecycline","73707446","HEPG2","trt_cp","down",-0.572241348772133,1.86259051787371e-05,0.000138782513441572,-1.64769329287655,-1.23079522513698,49,57,NA,-98.5425037422201
"12","PD-198306","9956637","HEPG2","trt_cp","down",-0.568169841016383,1.87999790589122e-05,0.000138782513441572,-1.63596992469381,-1.39616311816851,49,57,"MAP2K1; MAP2K2; MAPK3",-98.7424170802805
"13","BRD-K93937110",NA,"HEPG2","trt_cp","up",0.511712765625501,2.12370133813638e-05,0.000138782513441572,1.63320925045841,0.846139466466404,49,57,NA,99.4071535492003
"14","BRD-K38934024",NA,"HEPG2","trt_cp","down",-0.566127598106072,1.88870159989998e-05,0.000138782513441572,-1.63008955629162,-1.47200207508107,49,57,NA,-97.8649649413062
"15","fasudil","3547","HEPG2","trt_cp","up",0.510365561694429,2.13240503214514e-05,0.000138782513441572,1.62890944386712,0.218742199006166,49,57,"CDC42BPB; MYLK3; PKIA; PRKACA; PRKG1; PRKX; ROCK1; ROCK2",99.4248798550382
"16","KIN001-270",NA,"HEPG2","trt_cp","down",-0.565070703576933,1.89305344690436e-05,0.000138782513441572,-1.62704636825448,0.786713133491108,49,57,NA,-99.9123532655795
"17","BMS-754807","24785538","HEPG2","trt_cp","down",-0.561118576556239,1.91046083492187e-05,0.000138782513441572,-1.6156667411119,-1.2583882255717,49,57,"AKT1; IGF1R",-98.465689750256
"18","BRD-K69096174","54618368","HEPG2","trt_cp","down",-0.558880940867965,1.91916452893062e-05,0.000138782513441572,-1.60922376504353,-1.34631008626984,49,57,NA,-98.937406444497
"19","BRD-K58745468",NA,"HEPG2","trt_cp","up",0.504103161090422,2.1585161141714e-05,0.000138782513441572,1.60892203826852,1.12107545424167,49,57,NA,99.5706294808162
"20","BRD-K85536714",NA,"HEPG2","trt_cp","up",0.503319430749017,2.16286796117578e-05,0.000138782513441572,1.60642064348333,0.98805172673354,49,57,NA,99.7055463641377
"21","OSI-027","72698550","HEPG2","trt_cp","down",-0.55770577469628,1.923516375935e-05,0.000138782513441572,-1.60584002945145,-0.785077222756966,49,57,"MTOR",-99.1836051366895
"22","doxylamine","3162","HEPG2","trt_cp","up",0.502880629529117,2.16286796117578e-05,0.000138782513441572,1.60502014253907,0,49,57,"CHRM1; HRH1; NR1I3",99.3746553218309
"23","BRD-K32389477","44619439","HEPG2","trt_cp","down",-0.55327763281014,1.94527561095689e-05,0.000138782513441572,-1.59308978045012,-0.940392294012096,49,57,NA,-97.8501930197747
"24","methacrylonitrile",NA,"HEPG2","trt_cp","up",0.493147528975368,2.20638643121956e-05,0.000138782513441572,1.57395546929294,1.57395546929294,49,57,NA,99.6425194989364
"25","deguelin","107935","HEPG2","trt_cp","down",-0.543720210173568,1.98444223399629e-05,0.000138782513441572,-1.56557044580355,0,49,57,"AKT1",-98.1751752934688
"26","AZD-4547",NA,"HEPG2","trt_cp","down",-0.542147708920645,1.99314592800504e-05,0.000138782513441572,-1.56104263638705,-1.13429994802251,49,57,"FGFR2",-97.9368549594265
"27","BRD-K30309936","54615107","HEPG2","trt_cp","down",-0.540850870533502,1.99749777500942e-05,0.000138782513441572,-1.55730856174001,-1.35761150264231,49,57,NA,-97.4149137319783
"28","BRD-K61048996",NA,"HEPG2","trt_cp","up",0.487555946017825,2.22814566624145e-05,0.000138782513441572,1.55610908041148,1.14720420466339,49,57,NA,99.5745686598913
"29","QL-XI-92","73265214","HEPG2","trt_cp","down",-0.538566230405962,2.00620146901818e-05,0.000138782513441572,-1.55073024260445,-1.05618732666447,49,57,"DDR1",-98.7591585913496
"30","midostaurin","9829523","HEPG2","trt_cp","down",-0.537529246343598,2.01055331602256e-05,0.000138782513441572,-1.54774438412351,-0.982082973464136,49,57,"AAK1; AURKC; BCR; BRSK1; BRSK2; CAMK2A; CAMK2D; CAMKK1; CAMKK2; CCNB1; CLK4; CUX1; EIF2AK4; FER; FGFR1OP; FGFR1OP2; FGR; FLT1; FLT3; FLT4; GRK1; GRK7; GSK3A; HCK; IKBKE; KDR; KIT; LIMK1; LRRK2; MAP3K10; MAP3K11; MAP3K19; MAP3K2; MAP3K3; MAP3K7; MAP3K9; MAP4K2; MAP4K4; MAP4K5; MARK1; MARK2; MARK3; MARK4; MELK; MINK1; MST4; MYLK; NTRK1; NTRK2; NTRK3; NUAK1; NUAK2; PDGFRA; PDGFRB; PHKG1; PKN1; PKN2; PLK4; PRKCA; PRKCB; PRKCE; PRKCG; PRKCH; PRKG1; PRKG2; PRPF4B; RET; ROS1; RPS6KA1; RPS6KA2; RPS6KA3; RPS6KA4; RPS6KA5; RPS6KA6; RPS6KB1; SIK2; SLK; SRPK1; SRPK3; STK10; STK3; STK4; TBK1; TNK1; TNK2; TSSK1B; TYK2; VEGFA; YES1; ZMYM2",-98.427282754274
"31","CP-466722","44551660","HEPG2","trt_cp","down",-0.537286828245391,2.01490516302693e-05,0.000138782513441572,-1.54704637326612,-1.07567225232145,49,57,NA,-98.5326557945324
"32","BI-2536","11364421","HEPG2","trt_cp","down",-0.536622513853399,2.01490516302693e-05,0.000138782513441572,-1.54513356782067,-0.853823478148812,49,57,"BRD4; PLK1; PLK2; PLK3",-97.025919798314
"33","NP-010914",NA,"HEPG2","trt_cp","down",-0.535913793182653,2.01925701003131e-05,0.000138782513441572,-1.54309290036765,0.885866389265166,49,57,NA,-98.4223587804302
"34","GSK-2334470",NA,"HEPG2","trt_cp","down",-0.535389603215463,2.02360885703569e-05,0.000138782513441572,-1.54158356467392,-0.94655093913916,49,57,NA,-97.2474986212873
"35","BRD-K59466999",NA,"HEPG2","trt_cp","up",0.481069953164082,2.25860859527209e-05,0.000138782513441572,1.53540804608377,0,49,57,NA,98.915740959584
"36","BRD-K21412571",NA,"HEPG2","trt_cp","up",0.479130292555585,2.26731228928085e-05,0.000138782513441572,1.52921732374626,0,49,57,NA,99.3687465532183
"37","BRD-K55533488","71576758","HEPG2","trt_cp","up",0.476619472952737,2.2760159832896e-05,0.000138782513441572,1.52120366046273,0,49,57,NA,99.537146458678
"38","TPCA-1","9903786","HEPG2","trt_cp","down",-0.527986469254537,2.05407178606633e-05,0.000138782513441572,-1.52026721939433,-1.21563002222944,49,57,"CDC42BPB; EPHB1; IKBKB; MAP3K9; NTRK3; NUAK1; RET; TNK2; TYK2",-97.5084692350114
"39","n-nitrosodiethylamine",NA,"HEPG2","trt_cp","up",0.475608068577797,2.28036783029398e-05,0.000138782513441572,1.51797560931359,1.51797560931359,49,57,NA,98.8871819112897
"40","3-Cl-AHPC",NA,"HEPG2","trt_cp","down",-0.527084379809235,2.05842363307071e-05,0.000138782513441572,-1.51766977212529,-1.51894517026735,49,57,NA,-96.3808792247696
"41","BRD-K51400578",NA,"HEPG2","trt_cp","down",-0.521534636037696,2.0801828680926e-05,0.000138782513441572,-1.50169001881111,-0.66313054156634,49,57,NA,-99.2298904908217
"42","GO-6976",NA,"HEPG2","trt_cp","down",-0.520996893484341,2.08453471509698e-05,0.000138782513441572,-1.50014166023766,-0.881658106506549,49,57,NA,-97.7359568265973
"43","BRD-K61283921",NA,"HEPG2","trt_cp","up",0.469458774200288,2.31083075932463e-05,0.000138782513441572,1.49834919946849,1.49834919946849,49,57,NA,99.3992751910502
"44","BRD-K01140360",NA,"HEPG2","trt_cp","up",0.467760787129909,2.315182606329e-05,0.000138782513441572,1.49292981504662,1.32552025571475,49,57,NA,99.2013314425274
"45","WYE-125132","25260757","HEPG2","trt_cp","down",-0.518410339688493,2.09759025611011e-05,0.000138782513441572,-1.49269402061807,-1.08581417624856,49,57,"MTOR; PIK3CA",-95.8707555345466
"46","BRD-K28484895",NA,"HEPG2","trt_cp","down",-0.518182243754241,2.09759025611011e-05,0.000138782513441572,-1.49203724853789,-1.05282679316354,49,57,NA,-96.9235011423619
"47","BRD-K32595626",NA,"HEPG2","trt_cp","up",0.464732563219003,2.32823814734214e-05,0.000138782513441572,1.48326477708786,1.48326477708786,49,57,NA,99.3687465532183
"48","fluorouracil","3385","HEPG2","trt_cp","down",-0.513697230119936,2.11499764412762e-05,0.000138782513441572,-1.47912324485822,-0.868815710476725,49,57,"TYMS",-97.5478610257622
"49","BRD-K74305673",NA,"HEPG2","trt_cp","down",-0.512643627473443,2.119349491132e-05,0.000138782513441572,-1.47608953536185,-1.17751627439935,49,57,NA,-96.9087292208304
"50","GSK-2126458","52914946","HEPG2","trt_cp","down",-0.512489549440007,2.12370133813638e-05,0.000138782513441572,-1.47564588803923,-1.06381123261355,49,57,NA,-95.9584022689671
"51","BRD-K47977047","54650155","HEPG2","trt_cp","down",-0.512105810984028,2.12370133813638e-05,0.000138782513441572,-1.47454096389928,-0.999075386017981,49,57,NA,-97.6581580398645
"52","BRD-K86895142",NA,"HEPG2","trt_cp","up",0.461240845628477,2.34564553535965e-05,0.000138782513441572,1.47212042843776,0.960556299913263,49,57,NA,98.2293390057512
"53","BRD-K79330383",NA,"HEPG2","trt_cp","up",0.459984413260697,2.34999738236403e-05,0.000138782513441572,1.46811033311969,-0.540867033685081,49,57,NA,98.4115260379737
"54","BRD-A92561457",NA,"HEPG2","trt_cp","down",-0.50735033382117,2.14546057315827e-05,0.000138782513441572,-1.46084819625416,-1.46084819625416,49,57,NA,-98.2106279051446
"55","BRD-K67161258",NA,"HEPG2","trt_cp","up",0.457601665895853,2.35870107637278e-05,0.000138782513441572,1.46050543189544,0.734828682901137,49,57,NA,98.7601433861183
"56","BRD-K68552125",NA,"HEPG2","trt_cp","down",-0.506599869298064,2.14546057315827e-05,0.000138782513441572,-1.45868733289831,-1.45720158326306,49,57,NA,-95.4669896793508
"57","BRD-K18235559",NA,"HEPG2","trt_cp","down",-0.502640985200876,2.16286796117578e-05,0.000138782513441572,-1.44728824964749,-0.0248751497117452,49,57,NA,-97.4582447018041
"58","arbidol",NA,"HEPG2","trt_cp","down",-0.501299511496653,2.17157165518454e-05,0.000138782513441572,-1.44342565350732,-1.08057263955097,49,57,NA,-97.5675569211376
"59","BRD-K94322521",NA,"HEPG2","trt_cp","up",0.451381293308737,2.38916400540343e-05,0.000138782513441572,1.44065216511567,0.933844948808334,49,57,NA,98.4046324745923
"60","PF-573228",NA,"HEPG2","trt_cp","down",-0.500309826607968,2.17592350218891e-05,0.000138782513441572,-1.44057598674233,-0.873250402060107,49,57,NA,-96.6241235326558
"61","BRD-K56384660",NA,"HEPG2","trt_cp","down",-0.500101248830133,2.17592350218891e-05,0.000138782513441572,-1.43997541461254,0.836959994551954,49,57,NA,-96.0125659812495
"62","ethylene-thiourea",NA,"HEPG2","trt_cp","up",0.451073128137867,2.38916400540343e-05,0.000138782513441572,1.43966860902417,1.43966860902417,49,57,NA,98.8359725833136
"63","BRD-K32581454","54657690","HEPG2","trt_cp","down",-0.499896737602176,2.17592350218891e-05,0.000138782513441572,-1.43938655157539,-0.0281309616557629,49,57,NA,-96.5394311825416
"64","BRD-K09907482",NA,"HEPG2","trt_cp","down",-0.498917191726886,2.18027534919329e-05,0.000138782513441572,-1.43656607875873,-1.03067979332417,49,57,NA,-95.6353895848105
"65","KHS-101",NA,"HEPG2","trt_cp","down",-0.498501396052658,2.18027534919329e-05,0.000138782513441572,-1.43536885009795,-1.40257738336976,49,57,NA,-94.9923186008036
"66","BRD-K58698715","1612038","HEPG2","trt_cp","down",-0.498155493486644,2.18462719619767e-05,0.000138782513441572,-1.43437286939989,-1.11210030564906,49,57,NA,-95.9790829591113
"67","genistein","5284639","HEPG2","trt_cp","down",-0.49780997274568,2.18462719619767e-05,0.000138782513441572,-1.43337798811657,-0.028498945267392,49,57,"AKT1; CFTR; CYP1B1; EGFR; ESR1; ESR2; ESRRA; ESRRB; ESRRG; GPER1; NCOA1; NCOA2; NR1I2; PPARG; PTK2B; SHBG; TOP2A; TRPC5; TTR",-98.928543291578
"68","benzoin",NA,"HEPG2","trt_cp","up",0.449003569067051,2.39786769941218e-05,0.000138782513441572,1.43306329595425,1.43306329595425,49,57,NA,98.3484991727724
"69","BRD-K37612077",NA,"HEPG2","trt_cp","up",0.447410153551464,2.40657139342094e-05,0.000138782513441572,1.42797766758089,1.08967702625171,49,57,NA,97.6788387300087
"70","AZD-5438","16747683","HEPG2","trt_cp","down",-0.495559213630235,2.19333089020643e-05,0.000138782513441572,-1.42689722487505,-1.08207159515795,49,57,NA,-98.5090207200819
"71","BRD-K26664453",NA,"HEPG2","trt_cp","down",-0.494520900393306,2.1976827372108e-05,0.000138782513441572,-1.42390753921172,-1.14489543260638,49,57,NA,-97.0584180256835
"72","NVP-TAE226",NA,"HEPG2","trt_cp","down",-0.493602530866392,2.20203458421518e-05,0.000138782513441572,-1.42126321560049,-1.19648181526048,49,57,"PTK2; PTK2B",-96.0027180335618
"73","BRD-K79797751","44620081","HEPG2","trt_cp","up",0.44502013567369,2.41527508742969e-05,0.000138782513441572,1.42034956140697,0.212183842590747,49,57,NA,98.709918852911
"74","CTB",NA,"HEPG2","trt_cp","down",-0.492221546552575,2.21073827822394e-05,0.000138782513441572,-1.41728685388471,0,49,57,NA,-97.1509887339478
"75","oxyquinoline",NA,"HEPG2","trt_cp","up",0.44296497419412,2.42397878143845e-05,0.000138782513441572,1.41379020044298,1.41379020044298,49,57,NA,98.1732057039313
"76","BRD-K82494568",NA,"HEPG2","trt_cp","up",0.442560747773804,2.42397878143845e-05,0.000138782513441572,1.41250005023902,0.916049891821783,49,57,NA,98.6498463720161
"77","OSI-930","9868037","HEPG2","trt_cp","down",-0.488081623770135,2.22814566624145e-05,0.000138782513441572,-1.40536649367954,-0.874522396659925,49,57,"FLT1; KIT",-96.7363901362956
"78","BRD-K19520352",NA,"HEPG2","trt_cp","up",0.440187534800779,2.43703432245158e-05,0.000138782513441572,1.40492557947882,-0.852230820099363,49,57,NA,97.9880642874025
"79","BRD-K12901964",NA,"HEPG2","trt_cp","down",-0.487925227954017,2.22814566624145e-05,0.000138782513441572,-1.40491617260819,-0.684931949554924,49,57,NA,-97.047585283227
"80","BRD-K54655126",NA,"HEPG2","trt_cp","up",0.438414437324382,2.44573801646034e-05,0.000138782513441572,1.39926646875314,0.795001186289659,49,57,NA,98.2549436697392
"81","BRD-K28934562","71759739","HEPG2","trt_cp","down",-0.485686099601793,2.2368493602502e-05,0.000138782513441572,-1.39846889861136,-1.3764121418797,49,57,NA,-95.744701804144
"82","BRD-K68252161",NA,"HEPG2","trt_cp","up",0.436485159692394,2.45444171046909e-05,0.000138782513441572,1.39310888526699,0.857172535847439,49,57,NA,97.3193886394075
"83","RVE-VIII-11",NA,"HEPG2","trt_cp","down",-0.482792203498679,2.24990490126334e-05,0.000138782513441572,-1.39013630745972,-0.97501985171162,49,57,NA,-94.8820215867013
"84","DMBA","6001","HEPG2","trt_cp","up",0.435463028800309,2.45879355747347e-05,0.000138782513441572,1.38984659880421,1.20301005801257,49,57,"CYP2B6",98.243126132514
"85","PCI-34051","24753719","HEPG2","trt_cp","down",-0.481261536300839,2.25860859527209e-05,0.000138782513441572,-1.38572895367286,0,49,57,NA,-98.5661388166706
"86","BRD-K56553629",NA,"HEPG2","trt_cp","up",0.433935739570621,2.46314540447785e-05,0.000138782513441572,1.38497202254657,0.809196928647409,49,57,NA,97.1312928385724
"87","BRD-K18755762",NA,"HEPG2","trt_cp","up",0.432817616483575,2.46749725148223e-05,0.000138782513441572,1.38140336236925,1.38140336236925,49,57,NA,97.7005042149216
"88","BRD-K02137331",NA,"HEPG2","trt_cp","up",0.432627394787306,2.46749725148223e-05,0.000138782513441572,1.38079624084551,0.758176813310624,49,57,NA,96.5128417237848
"89","WZ-4002","44607530","HEPG2","trt_cp","down",-0.479449050394206,2.26731228928085e-05,0.000138782513441572,-1.38051014018062,-0.815968946675676,49,57,"EGFR; ERBB2",-93.3782399747893
"90","PIK-93",NA,"HEPG2","trt_cp","down",-0.479370030851939,2.26731228928085e-05,0.000138782513441572,-1.38028261385789,-0.868243528809787,49,57,"PI4KB; PIK3C3; RAB11A; RAB11FIP3",-95.3950996612306
"91","ZK-93423","121926","HEPG2","trt_cp","down",-0.479175184210206,2.26731228928085e-05,0.000138782513441572,-1.37972157871876,-0.907606873597312,49,57,"GABRA2; GABRA3; GABRA5; GABRB2; GABRG2",-96.1011975104388
"92","BRD-K09587429",NA,"HEPG2","trt_cp","up",0.431527212821254,2.47184909848661e-05,0.000138782513441572,1.37728484248915,0.0216349347576004,49,57,NA,97.2652249271252
"93","tyrphostin","91827739","HEPG2","trt_cp","up",0.431525872249242,2.47184909848661e-05,0.000138782513441572,1.37728056384934,-0.0317793538172322,49,57,"ERBB2",97.3705979673836
"94","BRD-K03652504","54657691","HEPG2","trt_cp","down",-0.478158082395032,2.27166413628523e-05,0.000138782513441572,-1.37679296853945,-0.468109609303414,49,57,NA,-95.1774600173324
"95","BRD-K81331655",NA,"HEPG2","trt_cp","up",0.430818895795624,2.47620094549098e-05,0.000138782513441572,1.37502414079041,0.674476096869392,49,57,NA,96.9934215709446
"96","GDC-0941","17755052","HEPG2","trt_cp","down",-0.476869210435971,2.2760159832896e-05,0.000138782513441572,-1.37308183216862,-1.12487789197254,49,57,"PIK3CA; PIK3CB; PIK3CD; PIK3CG",-94.8239186953439
"97","nutlin-3",NA,"HEPG2","trt_cp","down",-0.476399906612975,2.28036783029398e-05,0.000138782513441572,-1.37173053386917,-0.633140243113227,49,57,NA,-92.44071535492
"98","BRD-K02269790","4671491","HEPG2","trt_cp","up",0.429754470353363,2.48055279249536e-05,0.000138782513441572,1.37162686482721,0.46635313404125,49,57,NA,96.5532183093043
"99","AZ-20",NA,"HEPG2","trt_cp","down",-0.476032715351405,2.28036783029398e-05,0.000138782513441572,-1.37067325518739,-0.919800419801225,49,57,NA,-94.8219491058063
"100","BRD-K93189515",NA,"HEPG2","trt_cp","up",0.429214568977583,2.48490463949974e-05,0.000138782513441572,1.36990368733293,-0.710126313145183,49,57,NA,98.3780430158355
"101","fulvestrant","73707501","HEPG2","trt_cp","up",0.429201622070094,2.48490463949974e-05,0.000138782513441572,1.36986236530523,0,49,57,"CCND1; EPHX2; ESR1; ESR2; ESRRA; GPER1; RB1",97.0141022610888
"102","BRD-K43303828",NA,"HEPG2","trt_cp","up",0.428857275012312,2.48490463949974e-05,0.000138782513441572,1.36876332920937,-0.0292887976424196,49,57,NA,96.623138737887
"103","BRD-K10749593",NA,"HEPG2","trt_cp","down",-0.4746094315912,2.28471967729836e-05,0.000138782513441572,-1.36657509780924,-1.22012060266671,49,57,NA,-95.9259040415977
"104","BRD-K56634255",NA,"HEPG2","trt_cp","down",-0.474548818375567,2.28471967729836e-05,0.000138782513441572,-1.36640057007008,-1.12003059394107,49,57,NA,-98.0747262270543
"105","estrone","5870","HEPG2","trt_cp","up",0.427982572073527,2.48925648650412e-05,0.000138782513441572,1.36597158152005,1.01774429148468,49,57,"AR; BPNT1; CYP19A1; CYP2A6; ESR1; ESR2; HSD17B1; HSD17B11; HSD17B12; HSD17B2; HSD17B6; HSD17B7; HSD17B8; SHBG; SULT1E1; UGT1A1; UGT1A10; UGT1A3; UGT1A4; UGT1A5; UGT1A6; UGT1A7; UGT1A8; UGT1A9; UGT2A2; UGT2A3; UGT2B10; UGT2B11; UGT2B15; UGT2B17; UGT2B4; UGT2B7",97.0554636413771
"106","tivantinib","11494412","HEPG2","trt_cp","down",-0.474137646858243,2.28907152430274e-05,0.000138782513441572,-1.36521665605762,-0.874466410455528,49,57,"MET",-97.5389978728433
"107","BRD-K15050703","54615109","HEPG2","trt_cp","down",-0.473171561971751,2.29342337130712e-05,0.000138782513441572,-1.36243494237818,-0.726131162934999,49,57,NA,-92.998109194044
"108","BRD-K65508953",NA,"HEPG2","trt_cp","up",0.426215862802658,2.49796018051287e-05,0.000138782513441572,1.36033285972556,1.36033285972556,49,57,NA,96.9451666272749
"109","BRD-K01070670",NA,"HEPG2","trt_cp","up",0.425944950332628,2.49796018051287e-05,0.000138782513441572,1.35946820130419,0.88211036007002,49,57,NA,96.3483809974001
"110","BRD-K97651142",NA,"HEPG2","trt_cp","down",-0.472003297068773,2.29777521831149e-05,0.000138782513441572,-1.35907107807674,-0.904744341777642,49,57,NA,-94.4565902465926
"111","BRD-K06188599",NA,"HEPG2","trt_cp","down",-0.471921198590575,2.29777521831149e-05,0.000138782513441572,-1.35883468636515,-0.708129298035477,49,57,NA,-94.9558811943591
"112","tubastatin-a","49850262","HEPG2","trt_cp","up",0.424863938651938,2.50231202751725e-05,0.000138782513441572,1.35601798783415,-1.03942703999064,49,57,"HDAC6",97.2327266997558
"113","BRD-K28945051",NA,"HEPG2","trt_cp","up",0.424843536818133,2.50231202751725e-05,0.000138782513441572,1.35595287227336,0,49,57,NA,97.7339872370598
"114","SA-1919875","54666573","HEPG2","trt_cp","down",-0.470817839467275,2.30212706531587e-05,0.000138782513441572,-1.35565770967341,-1.36936839646297,49,57,NA,-94.7146064760104
"115","BRD-K49477330","54666672","HEPG2","trt_cp","down",-0.470487384956014,2.30647891232025e-05,0.000138782513441572,-1.35470620960622,-0.0318697583055708,49,57,NA,-94.1975892224061
"116","BRD-K59333713",NA,"HEPG2","trt_cp","down",-0.470003495790455,2.30647891232025e-05,0.000138782513441572,-1.35331291474157,-1.16028357044778,49,57,NA,-93.1064366186087
"117","BRD-K74548617","54657899","HEPG2","trt_cp","down",-0.469969622284911,2.30647891232025e-05,0.000138782513441572,-1.35321538046165,-0.460093229356962,49,57,NA,-94.7106672969353
"118","BRD-K71265179","576989","HEPG2","trt_cp","down",-0.468603313721504,2.31083075932463e-05,0.000138782513441572,-1.34928127562852,-1.15542401230322,49,57,NA,-95.0799653352241
"119","carbon-tetrachloride","5943","HEPG2","trt_cp","up",0.422750270256296,2.51101572152601e-05,0.000138782513441572,1.34927189313404,1.15999997023415,49,57,NA,97.2819664381943
"120","BRD-K36132544",NA,"HEPG2","trt_cp","up",0.421957096914072,2.51536756853038e-05,0.000138782513441572,1.34674035957311,1.04856998037684,49,57,NA,96.3848184038446
"121","MLN-0128",NA,"HEPG2","trt_cp","down",-0.46768306376046,2.315182606329e-05,0.000138782513441572,-1.34663153755587,-1.21415083399737,49,57,NA,-92.9272039706925
"122","BRD-K19639492",NA,"HEPG2","trt_cp","up",0.421563342834498,2.51536756853038e-05,0.000138782513441572,1.34548363344008,0.0325056169430273,49,57,NA,96.7925234381155
"123","BRD-K73044562",NA,"HEPG2","trt_cp","up",0.421429265515282,2.51971941553476e-05,0.000138782513441572,1.34505570524924,-0.395871528433617,49,57,NA,96.0637753092255
"124","UNC-0638",NA,"HEPG2","trt_cp","down",-0.467123083443272,2.31953445333338e-05,0.000138782513441572,-1.34501914828209,-1.0672092353508,49,57,NA,-93.6037579768376
"125","BRD-K01815685",NA,"HEPG2","trt_cp","up",0.420425631709877,2.52407126253914e-05,0.000138782513441572,1.34185245505662,0.962943661991262,49,57,NA,97.0397069250768
"126","KU-55933","5278396","HEPG2","trt_cp","down",-0.464698723570841,2.32823814734214e-05,0.000138782513441572,-1.33803852461711,0,49,57,"ATM; PRKDC",-94.8997478925392
"127","SA-419083","44505047","HEPG2","trt_cp","up",0.419189475318256,2.52842310954352e-05,0.000138782513441572,1.33790707360548,1.05287159260093,49,57,NA,96.965847317419
"128","BRD-K97938674",NA,"HEPG2","trt_cp","up",0.416854826926689,2.53712680355227e-05,0.000138782513441572,1.33045568758228,-0.0228589970189652,49,57,NA,94.4999212164185
"129","BRD-K67548518",NA,"HEPG2","trt_cp","down",-0.461986224580545,2.34129368835527e-05,0.000138782513441572,-1.33022824246459,-1.26863041433254,49,57,NA,-93.1576459465847
"130","BRD-K17181267",NA,"HEPG2","trt_cp","up",0.416218045789494,2.54147865055665e-05,0.000138782513441572,1.32842330356991,0.400733441880208,49,57,NA,95.3793429449303
"131","MGCD-265","24901704","HEPG2","trt_cp","down",-0.460370884868776,2.34999738236403e-05,0.000138782513441572,-1.32557708537063,-0.918300063950545,49,57,NA,-91.7346175057118
"132","clofarabine","119182","HEPG2","trt_cp","down",-0.460305640055912,2.34999738236403e-05,0.000138782513441572,-1.3253892215597,-1.0283428228145,49,57,"DCK; POLA1; RRM1; RRM2; SLC22A8",-93.6756479949579
"133","BRD-K89205986","1220374","HEPG2","trt_cp","down",-0.459556272070766,2.34999738236403e-05,0.000138782513441572,-1.32323151553991,-1.16336578577048,49,57,NA,-93.9740408098952
"134","BRD-K68906258",NA,"HEPG2","trt_cp","down",-0.459387555001429,2.3543492293684e-05,0.000138782513441572,-1.32274571704923,-1.04535131820433,49,57,NA,-93.1409044355156
"135","BRD-K24656059","54639142","HEPG2","trt_cp","up",0.41410744975335,2.55018234456541e-05,0.000138782513441572,1.32168701477321,0,49,57,NA,95.1971559127078
"136","BRD-K36111658","855012","HEPG2","trt_cp","down",-0.45876334925569,2.3543492293684e-05,0.000138782513441572,-1.32094839914684,-0.449122455709927,49,57,NA,-93.769203497991
