"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSG00000078674.17",527887.67175902,-1.99186285198154e-05,0.0014426903445305,0.00645088166281291,0.0214783310025397,"PCM1"
"ENSG00000092964.17",2330153.91408426,-1.1900082459211,0.188230908768374,2.60178469629111e-11,5.32633572345027e-10,"DPYSL2"
"ENSG00000120885.21",14743557.9732868,6.55007247872838e-06,0.00144269669336248,0.00178118779155834,0.00690095160351523,"CLU"
"ENSG00000178538.9",77756.7922252189,8.52003196732585e-07,0.00144269025740096,0.650509128928908,0.838699273156347,"CA8"
"ENSG00000164683.16",178392.376790087,1.6617481023448,0.290689545813968,1.47047652274904e-10,2.59101420787914e-09,"HEY1"
"ENSG00000136960.12",637236.911929133,-3.0784052772922,0.678382824878517,2.17623375879979e-06,1.67919690655597e-05,"ENPP2"
"ENSG00000070214.15",832791.748557646,-4.63214105049389e-06,0.00144268893596635,0.0876422173716573,0.198215925337335,"SLC44A1"
"ENSG00000198121.13",1037238.49649662,-4.62828612235377e-06,0.00144269155654649,0.0503538485234928,0.12547870556086,"LPAR1"
"ENSG00000106976.20",2232067.67994703,-3.82427078089219,0.560573599692019,5.6078910530484e-12,1.29913953856569e-10,"DNM1"
"ENSG00000197694.15",3196175.5551407,-1.58130428151458,0.245059984793198,1.45999388569195e-11,3.14920617471974e-10,"SPTAN1"
"ENSG00000095319.14",191556.994390482,0.777955966832585,0.338287671859002,0.000293726355587554,0.00138888198349526,"NUP188"
"ENSG00000107130.9",2668681.90162153,-3.09933166657826,0.486629831594381,7.21738000505724e-11,1.34960913062431e-09,"NCS1"
"ENSG00000107317.12",4718157.38945058,-2.90709542479849,0.427463284523273,3.44804525661475e-12,8.26261232520183e-11,"PTGDS"
"ENSG00000107331.16",3150414.71971616,-2.98593075832401,0.419042172919405,3.62186427377877e-13,1.06186963237165e-11,"ABCA2"
"ENSG00000046653.14",3371516.35815048,-2.54789948380529e-06,0.00144268382483349,0.374767930691329,0.602179913419108,"GPM6B"
"ENSG00000102226.9",1155406.12890969,-1.50064155371256,0.258944027013885,8.45998236307628e-10,1.28708313650493e-08,"USP11"
"ENSG00000008056.13",1052801.01726076,-4.25314539485693,0.528785236467487,7.24684936320906e-16,3.36553210802178e-14,"SYN1"
"ENSG00000155659.14",74131.6371810658,3.19392782891405,1.07030989649033,7.48249428586179e-06,5.15007190897195e-05,"VSIG4"
"ENSG00000089472.16",126784.565893203,-2.92010268238538e-06,0.00144268655602156,0.280720784167901,0.493073262010171,"HEPH"
"ENSG00000090776.5",48483.3002876831,1.42641436031928,0.347980306848372,5.52585250249211e-07,4.83304446990734e-06,"EFNB1"
"ENSG00000181191.11",219749.892701389,-0.845493052001233,0.259171784320921,7.44387495947602e-05,0.00040586208626906,"PJA1"
"ENSG00000090889.11",7451.5763478574,4.90191086360291,0.562531614240808,5.17030096028181e-21,5.06382347515917e-19,"KIF4A"
"ENSG00000133169.5",718966.217309572,-2.75675577994547e-05,0.00144279252819502,2.49987437863351e-07,2.3421819808148e-06,"BEX1"
"ENSG00000125355.15",79369.0623172248,1.34847186798973,1.5626868552602,0.000913525088752147,0.00383068680709463,"TMEM255A"
"ENSG00000076716.8",53430.724776898,4.22271836278986e-06,0.00144269363012198,0.0197417306188602,0.0567529698844459,"GPC4"
"ENSG00000198753.11",599411.352106322,-1.00458439184641,0.418151012758183,0.0011048237793715,0.00452468196801477,"PLXNB3"
